age,job,marital,education,default,balance,housing,loan,uid
43,technician,single,secondary,no,54,yes,no,17932
30,blue-collar,married,primary,no,453,yes,no,4882
33,services,single,secondary,no,310,yes,no,16873
52,admin.,married,primary,no,208,yes,no,32479
38,management,single,tertiary,no,6742,no,no,27648
35,management,single,secondary,no,0,no,no,22304
32,technician,married,secondary,no,3184,yes,no,20200
38,admin.,divorced,secondary,no,156,yes,no,11026
50,unknown,married,primary,no,1502,no,no,9646
46,blue-collar,married,unknown,no,990,yes,no,13417
43,entrepreneur,married,tertiary,no,11532,yes,no,16881
33,technician,married,primary,no,5,no,no,4964
57,services,married,primary,no,1896,no,no,17635
37,admin.,married,secondary,no,121,no,no,16004
58,unknown,married,tertiary,no,4150,no,no,9376
60,technician,married,secondary,no,1740,no,no,31340
33,admin.,divorced,secondary,no,1128,yes,no,1228
43,self-employed,single,tertiary,no,2169,no,no,19131
37,management,married,tertiary,no,115,no,no,21504
50,management,married,tertiary,no,89,no,no,11658
37,services,married,secondary,yes,-954,yes,no,24590
58,technician,married,secondary,no,673,no,no,17663
50,technician,divorced,secondary,no,0,no,no,43393
37,entrepreneur,married,tertiary,no,1514,no,yes,16829
38,blue-collar,married,secondary,no,-388,yes,no,1874
31,management,single,tertiary,no,635,yes,no,3627
44,admin.,divorced,secondary,no,776,yes,no,8429
55,services,married,primary,no,-747,yes,no,38405
52,retired,married,secondary,no,5057,no,no,24562
47,blue-collar,married,secondary,no,0,yes,no,7442
56,entrepreneur,divorced,secondary,no,155,no,no,274
41,technician,married,primary,no,141,yes,no,4032
31,management,single,tertiary,no,96,no,no,23901
49,technician,married,secondary,no,133,no,no,18570
57,technician,married,primary,no,19,yes,no,16265
57,entrepreneur,married,secondary,no,9902,no,no,40341
44,entrepreneur,married,tertiary,no,307,yes,no,7995
38,management,married,tertiary,no,3228,no,no,23239
24,technician,single,tertiary,no,596,yes,no,2421
33,blue-collar,single,primary,no,165,yes,no,38490
44,admin.,married,secondary,no,132,no,no,42531
28,admin.,single,secondary,no,251,yes,no,724
39,technician,married,secondary,no,3494,yes,no,25574
34,admin.,married,tertiary,no,0,no,no,42790
42,management,single,tertiary,no,0,yes,yes,271
31,management,married,secondary,no,1064,no,no,26282
49,technician,married,secondary,no,0,no,yes,13342
32,blue-collar,single,primary,no,1137,yes,yes,34818
36,technician,married,secondary,no,24,yes,no,25034
28,blue-collar,single,primary,no,1199,yes,no,17881
35,admin.,married,tertiary,no,-272,no,yes,28352
32,self-employed,married,tertiary,no,210,yes,no,25685
41,blue-collar,married,primary,no,164,yes,no,36531
40,blue-collar,divorced,primary,no,71,yes,no,35673
34,blue-collar,married,secondary,no,233,yes,no,25066
31,services,married,secondary,no,-489,yes,yes,25863
27,admin.,single,tertiary,no,73,no,no,28219
37,services,married,secondary,no,50,yes,no,1361
36,technician,married,tertiary,no,491,yes,no,1594
28,self-employed,single,secondary,no,242,yes,no,28696
32,technician,single,secondary,no,-22,yes,no,21915
55,blue-collar,married,primary,no,1512,no,no,20296
44,admin.,married,secondary,no,61,no,yes,30075
28,management,single,tertiary,no,1287,yes,no,31147
43,blue-collar,married,secondary,no,4520,yes,no,3500
35,self-employed,single,tertiary,no,5462,no,no,42112
56,unemployed,divorced,secondary,no,283,yes,yes,33144
59,management,married,tertiary,no,2260,yes,no,37708
39,blue-collar,married,secondary,no,94,yes,yes,25861
37,blue-collar,married,secondary,no,453,yes,yes,5255
44,admin.,single,secondary,no,2524,no,no,11360
45,blue-collar,married,primary,no,408,no,no,10023
55,management,married,primary,no,19,yes,no,3860
35,retired,married,primary,no,285,yes,no,28292
39,management,married,primary,no,551,no,yes,12700
46,self-employed,married,tertiary,no,2303,yes,no,795
36,blue-collar,single,secondary,no,111,yes,no,34972
35,technician,single,tertiary,no,7546,yes,no,41334
67,management,married,tertiary,no,694,no,no,40483
31,self-employed,married,tertiary,no,1015,no,no,19891
60,retired,married,primary,no,172,no,no,20249
26,technician,married,tertiary,no,-385,yes,no,17268
52,self-employed,married,tertiary,no,0,yes,no,24499
39,management,divorced,tertiary,no,133,yes,no,6951
44,technician,divorced,secondary,no,2340,no,no,17814
52,blue-collar,married,primary,no,273,yes,no,20544
49,unemployed,married,tertiary,no,2806,no,no,16379
25,blue-collar,single,secondary,no,195,no,no,14973
42,technician,married,tertiary,no,1361,no,no,20932
50,technician,married,secondary,no,2,yes,yes,14460
58,blue-collar,married,secondary,no,3027,yes,no,41987
30,management,married,tertiary,no,34,yes,yes,11679
27,student,single,secondary,no,2784,yes,no,33171
44,management,married,tertiary,no,38,yes,no,32466
30,blue-collar,single,secondary,yes,447,no,no,25621
53,entrepreneur,married,tertiary,no,77,no,no,11941
49,technician,divorced,secondary,no,-403,no,yes,15869
33,technician,married,secondary,no,221,yes,no,37118
41,blue-collar,married,secondary,no,193,yes,no,7132
28,blue-collar,married,primary,no,519,yes,no,39229
33,technician,single,secondary,no,151,yes,no,23175
56,technician,married,tertiary,no,655,yes,yes,31829
41,management,married,primary,no,469,yes,yes,36652
35,blue-collar,married,secondary,no,253,yes,no,38144
27,blue-collar,single,secondary,no,87,no,no,13907
30,management,single,secondary,no,308,yes,yes,7989
42,management,divorced,secondary,no,284,no,no,17101
44,management,married,tertiary,no,0,yes,no,6845
24,student,single,secondary,no,597,yes,no,33689
40,blue-collar,married,secondary,no,3311,yes,yes,5845
35,technician,single,secondary,no,225,yes,no,39340
32,management,single,tertiary,no,2536,yes,no,22924
36,blue-collar,divorced,secondary,no,-523,yes,yes,36336
28,management,single,tertiary,no,1996,yes,yes,6655
39,technician,married,tertiary,no,-204,yes,no,23480
42,management,married,tertiary,no,1336,yes,yes,15983
30,blue-collar,single,secondary,no,196,yes,no,7495
33,blue-collar,married,tertiary,no,1465,no,no,21678
46,technician,divorced,secondary,no,0,yes,yes,35850
33,technician,single,tertiary,no,176,no,no,23869
27,admin.,single,secondary,yes,-110,no,yes,13328
38,services,married,secondary,no,0,no,yes,14980
55,management,married,tertiary,no,10065,no,no,6556
52,unemployed,married,primary,no,425,no,no,11444
35,management,married,tertiary,no,182,no,no,30872
51,services,married,secondary,no,753,yes,no,35432
42,services,married,secondary,no,548,no,no,12133
30,blue-collar,single,secondary,no,229,no,no,28410
52,blue-collar,married,primary,no,320,yes,no,30802
38,admin.,single,secondary,no,0,no,no,13271
31,admin.,single,secondary,no,78,yes,no,36190
31,technician,married,secondary,no,684,yes,no,42445
40,technician,married,primary,no,819,yes,no,2712
37,management,married,tertiary,no,489,yes,no,27181
30,blue-collar,married,secondary,no,2583,yes,no,37550
63,retired,married,secondary,no,3579,no,no,42210
42,technician,single,secondary,no,2646,yes,no,16515
32,management,single,tertiary,no,2846,yes,no,42076
35,blue-collar,divorced,secondary,no,0,yes,no,4417
38,management,married,tertiary,no,1199,no,no,44405
32,entrepreneur,married,secondary,no,390,no,no,42388
55,unemployed,married,secondary,no,3982,no,no,28765
35,admin.,married,secondary,yes,0,yes,yes,24954
34,admin.,single,secondary,no,391,yes,no,1971
43,unknown,married,primary,no,2113,no,no,17623
43,unemployed,married,secondary,no,0,yes,no,418
52,admin.,single,unknown,no,2227,no,no,43132
34,housemaid,married,secondary,no,0,yes,no,24112
59,self-employed,married,primary,no,0,yes,no,17354
32,self-employed,married,tertiary,no,266,no,yes,26338
46,technician,married,secondary,no,778,yes,no,20032
51,blue-collar,married,secondary,no,463,yes,yes,14747
37,technician,single,secondary,no,2139,yes,no,37599
32,management,single,tertiary,no,597,no,yes,16713
33,services,married,unknown,no,89,yes,no,4563
51,admin.,married,secondary,no,37,no,yes,11681
52,management,divorced,tertiary,no,95,no,no,20781
45,admin.,married,unknown,no,2033,no,no,42386
28,blue-collar,single,secondary,no,3817,yes,no,34325
32,technician,single,secondary,no,40,no,no,19925
53,services,divorced,primary,no,0,no,yes,13176
46,self-employed,married,primary,no,3262,no,no,21135
48,management,married,primary,no,2803,yes,no,9561
33,technician,married,tertiary,no,1126,yes,no,44700
33,unknown,married,tertiary,no,8971,no,no,22634
27,student,single,tertiary,no,13107,yes,no,43422
36,management,married,tertiary,no,-633,yes,no,15027
39,housemaid,married,tertiary,no,4,yes,yes,11496
40,admin.,married,tertiary,no,764,yes,no,42327
53,management,divorced,primary,no,255,no,no,25509
31,technician,married,secondary,no,251,no,yes,23890
37,technician,married,secondary,yes,-3,no,no,23992
38,technician,married,secondary,no,2000,yes,no,35504
37,admin.,married,secondary,no,55,yes,yes,43567
37,self-employed,married,secondary,no,160,no,no,9438
50,admin.,married,secondary,no,242,yes,no,21981
32,management,married,tertiary,no,422,yes,no,29562
36,technician,married,tertiary,no,1731,yes,no,40017
32,services,married,secondary,no,442,yes,no,1288
48,blue-collar,married,secondary,no,709,yes,no,36989
78,retired,married,primary,no,14204,no,no,45119
43,blue-collar,single,tertiary,no,1344,yes,no,14334
31,services,single,tertiary,no,620,no,no,29404
48,management,married,tertiary,no,1567,yes,no,22064
53,blue-collar,married,primary,no,241,yes,no,32461
45,admin.,married,secondary,no,43,no,no,20608
41,management,married,tertiary,no,1408,no,no,16475
34,technician,divorced,secondary,no,347,no,no,23987
40,unemployed,single,primary,no,5613,yes,no,11441
32,blue-collar,single,secondary,no,604,no,yes,39748
33,blue-collar,married,secondary,no,705,yes,no,37689
40,management,married,tertiary,no,5010,no,no,24337
56,services,married,secondary,no,1989,no,no,44392
36,blue-collar,married,primary,no,2730,yes,no,31868
41,admin.,married,unknown,no,488,no,no,27015
53,blue-collar,married,secondary,no,1777,yes,no,11727
49,self-employed,married,tertiary,no,503,yes,no,30609
27,services,married,unknown,no,-209,yes,yes,28390
60,management,married,tertiary,no,3029,no,no,23763
40,services,divorced,unknown,no,4384,yes,no,187
41,technician,married,tertiary,no,231,no,no,23048
32,management,single,secondary,no,138,yes,no,28385
53,management,married,secondary,no,218,yes,no,36658
31,admin.,single,secondary,no,-407,no,yes,13009
47,blue-collar,married,primary,no,430,no,no,1552
26,blue-collar,single,secondary,no,114,no,yes,17644
48,technician,single,secondary,no,469,no,yes,13595
58,housemaid,married,primary,no,11,yes,no,4489
36,technician,single,tertiary,no,0,yes,no,37848
50,technician,divorced,secondary,no,0,no,no,29382
45,blue-collar,married,primary,no,700,yes,no,36978
37,technician,married,primary,no,1653,yes,yes,36373
39,blue-collar,married,secondary,no,-1002,yes,no,12068
61,retired,divorced,secondary,no,410,no,yes,18716
43,technician,married,secondary,no,69,yes,yes,44092
33,technician,single,secondary,no,671,no,no,19848
39,management,divorced,secondary,no,132,yes,no,30890
40,blue-collar,divorced,secondary,no,0,yes,no,35400
44,technician,married,tertiary,no,4580,yes,no,26866
46,management,single,unknown,no,1527,yes,no,521
35,admin.,married,secondary,no,5250,yes,no,26507
43,unemployed,married,secondary,no,553,no,no,29830
35,student,single,unknown,no,298,yes,no,204
32,technician,divorced,secondary,no,2870,no,no,21370
25,self-employed,single,tertiary,no,931,yes,no,36347
25,blue-collar,single,secondary,no,1243,no,yes,13914
61,management,married,tertiary,no,2931,no,no,41702
57,blue-collar,married,secondary,no,1686,no,no,43094
37,entrepreneur,married,tertiary,no,404,yes,no,17366
42,management,married,secondary,no,275,yes,no,34784
49,services,married,secondary,no,280,yes,no,14362
49,admin.,divorced,secondary,no,-73,yes,no,17882
29,management,single,tertiary,no,13,yes,no,38240
31,housemaid,single,tertiary,no,287,yes,no,25594
39,blue-collar,married,secondary,no,661,yes,no,2305
22,student,single,secondary,no,224,no,no,44777
48,management,married,tertiary,no,998,yes,no,28596
27,management,single,tertiary,yes,0,no,yes,13139
30,entrepreneur,married,secondary,no,2926,yes,no,6930
36,management,married,tertiary,no,-861,yes,yes,17270
35,blue-collar,single,secondary,no,-37,yes,yes,8207
46,services,married,secondary,no,397,no,no,1298
51,technician,married,secondary,no,330,yes,no,2716
40,unemployed,single,secondary,no,334,no,no,43229
27,management,single,tertiary,no,154,no,yes,13370
32,blue-collar,married,primary,no,1138,yes,yes,9334
46,blue-collar,married,primary,no,1941,yes,no,29087
31,student,single,secondary,no,1776,no,no,40278
53,self-employed,married,secondary,no,-488,yes,no,34753
36,management,married,tertiary,no,549,yes,no,25248
57,unknown,married,unknown,no,19268,no,no,24082
38,technician,divorced,secondary,no,531,no,no,28509
50,blue-collar,divorced,primary,no,-19,yes,no,15777
60,blue-collar,divorced,primary,no,3427,no,no,12792
32,student,single,unknown,no,2313,yes,no,10014
43,blue-collar,single,primary,no,30,yes,no,7583
31,admin.,single,tertiary,no,493,yes,no,38957
50,management,married,primary,no,117,yes,no,37334
35,blue-collar,married,primary,no,3587,yes,no,7920
34,technician,divorced,tertiary,no,501,yes,no,4195
31,management,single,tertiary,no,1899,no,no,27714
33,unknown,single,unknown,no,1,no,no,5
41,management,married,tertiary,no,15787,no,yes,40028
63,retired,married,secondary,no,474,no,no,42723
25,admin.,single,secondary,no,787,yes,no,1749
38,blue-collar,married,secondary,no,602,yes,no,7854
33,admin.,single,secondary,no,0,no,no,41201
60,management,married,secondary,no,0,no,no,41894
47,management,married,unknown,no,641,no,no,27035
33,management,divorced,tertiary,yes,280,no,yes,24786
31,blue-collar,married,secondary,no,2577,yes,no,2350
38,unemployed,single,secondary,no,2876,no,no,29284
26,self-employed,single,tertiary,no,2857,no,no,40448
31,admin.,married,secondary,no,223,no,no,34942
52,technician,married,secondary,yes,0,no,no,13262
38,admin.,single,secondary,no,3823,no,no,9397
54,housemaid,married,secondary,no,378,no,no,9564
33,entrepreneur,married,secondary,no,-122,no,no,16821
53,entrepreneur,married,secondary,no,111,yes,no,26716
40,unemployed,divorced,secondary,no,1694,no,no,20620
35,technician,married,secondary,no,2789,yes,no,39872
43,management,single,secondary,yes,-1164,yes,yes,15289
58,admin.,married,secondary,no,855,no,no,20962
49,services,married,secondary,no,-8,yes,no,1248
78,retired,married,unknown,no,4807,no,no,42860
28,management,single,tertiary,no,939,yes,no,6185
38,blue-collar,married,secondary,no,99,no,no,28587
40,unemployed,married,secondary,no,3924,no,no,9272
47,blue-collar,married,secondary,no,3237,yes,no,24961
28,technician,single,secondary,no,100,yes,no,36971
47,technician,married,secondary,no,-149,no,yes,12572
32,management,single,tertiary,no,474,yes,no,19706
40,management,single,tertiary,no,1820,yes,yes,8538
52,management,married,tertiary,no,-542,no,no,23515
31,admin.,married,secondary,no,1262,yes,no,33469
36,management,single,tertiary,no,1804,no,no,35332
32,services,married,secondary,no,1129,yes,no,32112
40,management,single,tertiary,no,-222,yes,no,35865
33,management,married,tertiary,no,806,yes,no,9647
29,blue-collar,married,secondary,no,-49,yes,yes,15793
34,technician,single,secondary,no,1161,yes,no,4834
32,management,single,tertiary,no,1010,no,no,19545
55,technician,married,secondary,no,273,yes,no,28224
40,self-employed,married,primary,no,624,no,no,13779
36,technician,married,secondary,no,-355,yes,no,35994
32,admin.,married,secondary,no,-458,no,no,6172
29,blue-collar,single,primary,no,80,yes,no,6727
59,management,divorced,tertiary,no,844,no,yes,6439
22,services,single,primary,no,35,yes,no,6974
31,unemployed,married,secondary,no,90,no,no,17391
53,blue-collar,married,primary,yes,-462,no,no,28221
38,management,married,tertiary,no,0,yes,no,4420
58,entrepreneur,married,primary,no,1657,no,no,9399
27,technician,married,secondary,no,639,yes,no,6074
43,admin.,married,secondary,no,214,yes,no,32611
46,blue-collar,married,primary,no,588,yes,no,33554
43,blue-collar,married,secondary,no,1343,yes,yes,17012
54,technician,single,secondary,no,770,no,no,11013
